1.315,1.240,1.243,1.255,1.243,1.297,1.263,1.255,1.259,1.266,1.245,1.341,1.292,1.263,1.224,1.044,1.089,0.000,0.915,0.955,0.954,0.901,0.895,0.880,0.926,0.871,0.893,0.905,0.866,0.902
1.272,1.206,1.218,1.185,1.181,1.214,1.252,1.216,1.230,1.269,1.211,1.317,1.244,1.209,1.281,1.042,1.084,0.880,0.000,0.971,0.935,0.881,0.847,0.897,0.879,0.855,0.894,0.894,0.857,0.884
1.343,1.299,1.288,1.270,1.269,1.300,1.345,1.266,1.296,1.322,1.285,1.393,1.284,1.334,1.298,1.073,1.133,1.007,0.966,0.000,0.947,0.948,0.992,1.006,0.996,0.987,0.966,1.001,0.981,0.982
1.229,1.215,1.222,1.227,1.208,1.266,1.261,1.196,1.225,1.216,1.176,1.319,1.203,1.269,1.206,1.044,1.107,0.834,0.871,0.856,0.000,0.884,0.857,0.882,0.931,0.875,0.890,0.895,0.874,0.892
1.295,1.201,1.204,1.242,1.209,1.233,1.247,1.165,1.209,1.190,1.205,1.330,1.231,1.292,1.222,1.046,1.098,0.836,0.873,0.891,0.873,0.000,0.887,0.855,0.869,0.842,0.897,0.857,0.912,0.853
1.293,1.228,1.219,1.241,1.218,1.289,1.290,1.226,1.217,1.310,1.236,1.373,1.239,1.273,1.209,1.036,1.093,0.898,0.884,0.898,0.883,0.897,0.000,0.855,0.894,0.895,0.872,0.888,0.895,0.899
1.274,1.274,1.230,1.166,1.205,1.202,1.245,1.166,1.220,1.199,1.209,1.316,1.224,1.236,1.259,1.048,1.094,0.858,0.885,0.908,0.859,0.907,0.827,0.000,0.880,0.922,0.857,0.863,0.898,0.873
1.207,1.317,1.209,1.220,1.180,1.259,1.217,1.196,1.235,1.195,1.222,1.310,1.217,1.242,1.246,1.052,1.086,0.908,0.832,0.850,0.914,0.848,0.885,0.856,0.000,0.895,0.895,0.909,0.891,0.888
1.273,1.294,1.231,1.198,1.228,1.186,1.209,1.175,1.208,1.233,1.207,1.282,1.185,1.199,1.218,1.056,0.980,0.863,0.882,0.862,1.058,0.868,0.891,0.877,0.873,0.000,0.920,0.914,0.904,0.857
1.270,1.234,1.249,1.206,1.233,1.238,1.236,1.203,1.229,1.228,1.272,1.342,1.237,1.298,1.261,1.075,0.908,0.886,0.851,0.858,1.079,0.863,0.896,0.906,0.877,0.892,0.000,0.936,0.871,0.878
1.285,1.241,1.268,1.232,1.211,1.287,1.230,1.243,1.211,1.256,1.228,1.295,1.226,1.344,1.234,1.041,0.883,0.865,0.857,0.885,1.123,0.872,0.861,0.893,0.901,0.860,0.881,0.000,0.907,0.886
1.267,1.223,1.245,1.306,1.230,1.262,1.207,1.240,1.217,1.196,1.197,1.331,1.242,1.209,1.250,1.047,0.890,0.852,0.875,0.891,1.082,0.878,0.897,0.878,0.914,0.885,0.866,0.872,0.000,0.869
1.290,1.227,1.269,1.306,1.167,1.243,1.253,1.210,1.212,1.218,1.231,1.314,1.233,1.237,1.284,1.062,0.880,0.849,0.876,0.861,1.098,0.885,0.876,0.886,0.881,0.864,0.868,0.860,0.892,0.000
